tweet_id,tweet
575596925791002624,Kat is the daughter of satan #mkr
575596921638752256,Omg. Its okay girls!!! Don't stop cooking!! #killerblondes #mkr #goodnight everybody!!! Ill be here all year xx M A D A M
575596920296468482,No one even likes you Kat &amp; Andre. You won't last long...#mkr
575596919084347393,Two blondes....Twitter will be the judge  of hot! #mkr
575596910506983424,"The other teams KNEW kat would vote strategically, why wouldn't they score higher to get rid of kandre #mkr #cunce #katisadog #katisdirt"
575596903074656256,Fuck you and your strategic unfair voting! Don't like either team but at least they weren't c*nts like Kat and Andre. So disappointed. #MKR
575596893834637314,RT @SueKennedy19: #mkr That steaming cunt will go down in flames in a very short time. They still can't cook
575596874180112384,"Kat, a massive c*nt. The biggest ever on #mkr #cuntandandre"
575596855473524736,Not watching #MKR again until Kat is booted off. What a joke.
575596851346284544,"Awww, bless them, they still think they were Hot...#MKR"
575596826306306049,Ok so I'm not the biggest fan of The Blondes but.... Even I didn't want them to go #MKR
575596808954499073,"RT @nastyjvc: #mkr if we have to see Kat on the TV past tonight, I'm out"
575596807222378496,Kat so full of grace. Not. #MKR
575596799848792064,Mmm bitter-sweet victory. The 'models' are toast but we still have Kat and Andre. #mkr
575596791594270721,Karma is a b i t c h #mkr &gt; Kat
575596787609677824,I fucken hate you Kat. If I see you in the street I'm going to spit on you. Selfish ugly bitch. #MKR
575596761323937792,"#MKR Girls, thank you for filling the slapper quotient on this years series...we no longer have a need for bitchy blondes! Au Revoir!"
575596751224078336,#mkr Kate is a bitch
575596743284236289,Oh Shit. Now we have to put up with freaking Kat and No Balls Andre for another week. FMD.  #mkr
575596731020128256,NO. NO NO NO NO NO NO NO. GET KAT AND HER STUPID CAT'S BUM MOUTH OFF MY TELEVISION. #mkr
575596723789168640,RT @GidgitVonLaRue: #MKR Kat is better TV. She is a natural villian unlike Ash who is a fake one.
575596721885048832,"#cuntandandre #cuntandandre #cuntandandre, here we go again,  you strategic arseholes! #mkr"
575596717225066497,WTF!!!!! I not a huge fans of the promo girls but they never voted strategically! This sucks! Soo annoyed! #mkr #killerblondes
575596673918873602,#MKR - I am seriously considering not watching just because I have to see Kats face. God. I want to slap it with a spatula!
575596650808221696,RT @Sam__1985: I'd score 10 just to kick crazy eyes out.  #mkr
575596645385007104,#katandandre gaaaaah I just want to slap her back to WA #MKR
575596633049595905,"but, there is still the dolly magazine model competition once a year girls. #mkr"
575596624006791168,#MKR if Cunt and Arsehole remain you are a bunch of rigged cunts!! #FuckOff #ShitCooks #CantCook #KatAndAndre
575596606713548800,The promo bimbos are certainly annoying but Kat and Andre seem like truly objectionable people.. gross #mkr
575596599788752897,How annoying is this Kat on #mkr
575596599516119041,I think the whole country hates #Kat right now #mkr
575596580981485568,RT @gemma92rogers: Kat you did fight hard but that's not the way to win its pathetic #cheats #mkr
575596562966958082,Shame Katie and Nikki .. Kat - you're going down #mkr
575596561318588416,Tonight on Nikki knows....how to be eliminated on #mkr
575596540783284224,"Sympathy levels rising.... ""We're still two hot blondes"" &amp; it's gone... #mkr"
575596538862292992,"Ah feminism is still going strong, ""At least we're still two young,hot, blondes."" #MKR"
575596519522332672,Watch the camera pan in on Cunt face #mkr
575596510114533376,RT @mary__kaye: That face Kat just pulled was hideous. #mkr
575596508797513728,#mkr That steaming cunt will go down in flames in a very short time. They still can't cook
575596503932104704,And the secret twist. Kat and Andre are eliminated for being cunts!!!! #MKR
575596490111852544,Your cooking is still shit Kat #mkr
575596482805420032,"@falzonies: @mykitchenrules Kat you are the biggest MOLE , I hope you choke!! #mkr"
575596478204260352,Damn I wanted Kat the bitch to go  #mkr
575596477247979521,Kat and Andre better fuck off this show quickly. Awful people #mkr
575596470818095105,Kat's an utter disgrace. Like a carpet snake in a fowl house. Not gracious in any degree. #killerblondes #MKR
575596461255086080,Can we set up a 'let Andre escape from Kat' charity fund? #MKR
575596460332433408,Kat has no class and a bad bra #cuntandandre #mkr
575596451809525760,Can't believe #cuntandandre are still in the comp #mkr
575596448038842368,Oh shut up Kat! Can't stand her grrrrrr #MKR
575596441982275584,Toodles bitches #mkr
575596436252852224,#MKR Awe never mind - there is always that illustrious Victoria's Secret modelling career Nikki...oh you model for Target. My bad.
575596424101896192,Fuck cat u are even uglier when u smile u bbbbitch #mkr
575596419928625153,Oh shock face from Kat....really???!??! #MKR
575596414291460097,Wow they said people would be outraged but I'm so happy those blonde girls are going home. #mkr
575596411498201088,"Kat the Villian, but pulling off that red dress. #mkr http://t.co/mx163Ds5Hz"
575596408155168768,I'm gonna gouge my eyes out if this bitch doesn't get off #mkr #catandandre
575596399460397056,Seriously. Crazy-eyes is staying? #MKR
575596374076469248,And I still prefer Kat to freakshow Annie #mkr
575596371610226688,"If #cuntandandre make it through, I'll... I don't know what I will do. #mkr"
575596361418076161,eat a dick kat and andre u areseholes #MKR
575596341469970433,The blonde bitches are gone...yet Satan remains #mkr
575596340685635584,I HATE KATE &amp; ANDREA #mkr
575596329952395268,"RT @lisamarienorman: Have some tact, Kat! #MKR"
575596328387915776,I've never hated anyone more then I hate Kat. She's a horrible person. #mkr #mkr2015
575596328182382592,I hope to god Kat cant sleep at night #MKR
575596323921002496,Throwing shit around because Kat is impossible to deal with. #MKR #MKR2015
575596309358362625,I'm so disgusted that people like Kat is allowed in this competition #mkr
575596287602524160,FK YOU KAT AND ANDRE! #mkr
575596286843314176,Kat and andre make me sick they don't deserve to be there. #mkr
575596272935002112,"If Kat and Andre are strategically scoring, they need to be kicked off #mkr2015 #mkr"
575596272884674561,Kat from MKR is a smirking bogan. Please go. #mkr
575596271211151361,"Kat is actually a bitch, but I had to laugh at her response.  #MKR"
575596259911716865,Fuck you Kat!! #MKR
575596259794247680,The skanks are done but on the upside at least we can drag Kat &amp; Andre for another week! #MKR
575596249346408448,I guess we all hate Kat and Andrea but they all hated the frauleins more.You bitches cant win nor beat kat the dog #mkr #sorrybraunhilders
575596222599327744,Oops he meant Katie #bigthighs #mkr
575596217507311616,"Hey Kat, ""gloat"" is not a pretty colour to wear, love. Makes you look bitchy. Oh that's your normal face? My mistake. #mkr"
575596194736570370,Can someone please punch Kat? #MKR
575596164789051392,Cracking up that #cuntandandre is trending! Lmao! #loveit #MKR
575596155599368192,"With Kats attitude, I think it's time to keep scores quiet until final round  #MKR"
575596149916180480,Kat you stupid bitch  #mkr
575596122187550720,RT @kvpeezy: CONVINCED THAT KAT IS SATAN #MKR
575596101199208448,Kat is the biggest bitch in MKR history. #mkr2015 #mkr #cow #katthebitch
575596094828105728,Do Kat &amp; Andre have any shame or integrity? They can't even pretend to be gracious. #mkr
575596082371002368,Kat and Andre-you need to go. Kat is disgusting and her personality is black #mkr #bitch
575596078143164416,I honestly think Kat has mental health issues. #mkr
575596058408960002,Kats face when the score was announced made me want to puke eww wtf #mkr
575596056613793792,Fuck me I hate Kat if she doesn't leave I swear #mkr
575596053363171328,I want to just slap that smug look off Kats face. #annoying #mkr @mykitchenrules
575596033616404480,"Kat, you are an embarrassment to yourself #MKR"
575596027845050369,I didn't think I'd hate a couple more than these girls but Kat needs to wipe those smiles off her face. She's horrible. #mkr2015 #mkr
575596025143894017,Kat should be eliminated for bad sportsmanship #mkr #mkr2015
575596023864631296,Kat I'd love to slap your face with a pork cutlet #MKR
575596022459539456,Kats face. I want to slap her seriously I hope they go but it doesn't look good. If they pass they won't last. They can't cook. #mkr
575596017912934400,"OH MY GOD,  SOMEONE PUNCH KAT IN THE FACE.  #mkr"
575595961252098048,@annie_chaplin I think you might enjoy it too much but go ahead! Smack her silly. #mkr
575595944126742528,BITCH #KAT #MKR @mykitchenrules
575595922517725184,RT @TVWEEKmag: Do you think Kat is happy with that group score? #mkr #tvweekmag
575595922459004929,Kat you're fkn ass #MKR
575595917694365696,Kat is an absolutely disgusting human being. #mkr
575595916905721856,Someone wipe that smirk from Kat's face #mkr
575595909662179328,Piss off Kat with that stupid smile on your face #MKR
575595906600333313,I don't think I've ever seen a cunt smile so smugly! ... #cuntandandre #mkr
575595899541282816,Katie has a better tan than Pete!!! #mkr
575595896215220224,OH MY GOD IF KAT STAYS IN I QUIT LIFE SHE DOESNT DESERVE IT SO HARD #MKR
575595885838491648,Oh you are a foul bitch Kat. Be ashamed for putting her on our televisions @mykitchenrules. #MKR
575595885331017729,"Kat, change your face #fuckerface #mkr"
575595883208708096,Kat is such an awful bitch!!! #mkr
575595879060533248,Kat is one of those rare pieces of trash that get even uglier when she smiles #MKR
575595861557702656,Faaark! The blonde promo girl walks with all the grace of a tradie in drag #mkr
575595861415100416,I cannot STAND Kat and Andre. I don't even want to look at them right now. Kat is literally Satan in a red dress tonight. #MKR
575595850581196800,#mkr I want to slap that smirk off Kat's face. I know I know. Stand in line....
575595849402609665,"I hope Kat &amp; Andre choke on a d*ck and die. Even tho I don't like the other apparent ""models"" they always scored fairly #mkr #mkr2015"
575595805228163075,Kat is going to be so smug she's going to be declared the particularly smug mayor of smugtown on the isle of smuggy #MKR
575595803382792192,Kat on #mkr is such a horrible person.. I wish Kat and Andre would just get eliminated already.
575595782532808706,Kat you nasty human being. You don't deserve to be in the comp #mkr
575595781303963648,Kat needs to calm down with the crazy eyes #mkr
575595732293419009,So Twitter is calling Kat crazy eyes!!!! Bless you Twitter! She literally has the craziest fucking eyes I've ever seen. #mkr
575595732259856384,Go home Kat. cunt faced bitch #mkr http://t.co/YsPBfitZtB
575595730280153088,#MKR Kat: the Wicked Witch from the West
575595713641349120,I don't swear much... But... Fuck you kat... And u too Andre...ur both bitches #mkr
575595710772482048,If Katie and Nikki are models I'll eat my hat  #mkr
575595704912998401,I've never wanted to punch someone so bad. Kat is coming across as absolutely awful. #mkr #meangirl
575595682163097600,Kat has to be the biggest bitch around #MKR
575595681693462529,I want to slap that stupid smirk off Kat's face. What a horrible cow! #MKR
575595680246276097,Kat has absolutely no shame. She should be ashamed. Her children will one day see how childish her mouth acted. #mkr #killerblondes
575595676400222208,Kat and Andre - the competition only lasts a short time - showing yourself as cocks to all of Australia is going to last a lot longer #mkr
575595653415313408,"Everyone else, despite our commentary, has fought hard too. It's not just you, Kat.  #mkr"
575595652064931840,How do I actually feel sorry for Katie and Nikki. Kat and Andre are idiots #mkr
575595652006068224,I'm nervous for Annie. Kat is gonna tear her a new arsehole if she stays on the show #mkr
575595651930718208,@mary__kaye she's always hideous! #mkr
575595650655498240,CONVINCED THAT KAT IS SATAN #MKR
575595633735655424,"Arghhhhh I want to kick in the television set right now, Kat you despicable rat #MKR"
575595633538629633,"You ""fought hard"" so it ""wouldn't be fair"" to be eliminated? Are you joking me? You scored unfairly the whole time! #mkr"
575595632242503680,I kind of want to see Kat and Andre go through. Mainly because I think there are many other layers of Crazy-Kat we haven't seen yet. #MKR
575595628668944384,Well... The Hoes might pull this off.... Pardon the pun!! #mkr
575595620854988800,You know Kat and Andre are awful when I want Katie and Nikki to go through #MKR
575595619206721536,Now Annie is worried about the blondes.. Too late you dummy #MKR
575595607978455041,"Kat stop smiling you fool...they could get 10, they won't but be humble #mkr"
575595603448696832,Scoring like a Cunt because you can't cook for shit isn't fighting hard Kat.... You stupid mole #mkr
575595594346975232,Kat is an awful human being! #mkr
575595587980038144,I think Kat has done a pretty good job of humiliating herself already #mkr
575595581659181056,Is Kat Sideshow Bob's Love Child?? #MKR
575595577540378625,Kats got the crazy eyes going on tonight #MKR
575595575862693888,"Have some tact, Kat! #MKR"
575595564764549120,"No Kat, you didn't fight hard. You cooked, it was shit and you will probably end up staying by giving people ridiculous scores. Moll #MKR"
575595564240269312,Kat seriously turn it down... #mkr
575595563694972928,KAT IS ACTUALLY PSYCHOTIC. OFF MKR INTO A PSYCHIATRIC WARD #mkr
575595558968016896,"I mean. You've stooped this low after serving bricks how is this acceptable. How. Like. If viewers could vote a team off, bye Kat. #mkr"
575595558502580224,Omg that woman is AWFUL!!!!! #MKR
575595552294883328,Are Kat and Andre brother and sister? #mkr
575595547072974848,Really you acted surprise? Wow thats low Kat  #mkr
575595535026888704,#mkr is it ok if I hit Kat? Cause that was not cool
575595530639839232,Kat is such a fucking cow #MKR
575595516035125248,"#mkr if we have to see Kat on the TV past tonight, I'm out"
575595507214520320,Kat you don't look suspicious at all!  #MKR
575595482963038208,That face Kat just pulled was hideous. #mkr
575595481667010561,Someone get kat out of this competition now!! #mkr
575595479876038656,Go the fake tan on one of the skank chicks. Way too powdery #mkr
575595460993286145,RT @daniel_kaye: It's not Kat and Andre - it's #cuntandandre Tweeps ! Get the hashtag going!  #mkr
575595457637826562,God her smile is bad.... #MKR
576368207931392000,Kat is so full of SHIT I want to punch her in the face and shave her ugly ass hair off her head #mkr
576366888327909377,Manu sassing Kat is my favourite thing ever #mkr
576356475775270912,If I went to get breakfast and I was served by Kat I would walk away. #MKR
576351958983794688,"Oh dear me. Annie is a mess, also I don't see how that's a breakfast dish. #MKR"
576298320391335937,"RT @lismarie56: Oh, you're humiliated Kat? We've been embarrassed for you ever since this show started #mkr #MKR2015"
576261852872634368,Kat &amp; Andre cartoon characters.Kat develop sportsmanship &amp; Andre grow some balls &amp; take it like a man! #MKR #cantcook http://t.co/9nd2gUHGH0
576243114458816514,I HATE KAT SO MUCH #mkr
576162634229137409,ugh. Kat is still annoying. GO AWAY. #MKR
576160421339496448,"Suck shit Kat you vile, venomous, nasty bitch! Giving shit to Annie and Lloyd, only to be told your dish was gross! Karma Bitch! #MKR"
576153481280557056,Drasco's Gay Porn Star Name:  #PorkNinja #MKR
576152370226200576,"Whatya know, Kat is still a cunt! #MKR"
576121523250941952,RT @RMCdigi: By sassy they mean sluts right? #MKR
576048676025593857,RT @FakeToniaTodman: Will Kat cook meth for breakfast? #MKR
576026165783044098,#mkr that Kat has to go. She is nasty.
576024504725557248,Can I please punch Jessie and Biswa in the face #mkr
576005143616860161,PLEASE VOTE CELINE OFF THE ISLAND!!! #MKR
576004674416857088,I feel like I'm watching @mykitchenrules in 3D when Kat is on - Eyes poppin' out her head like a pug. #MKR #KatAndAndre
576004002380316673,Does anyone else see the resemblance between Kat and  Freddy Krueger or is it just me.  #mkr
576003027942969344,"Kat, your cooking appears to be as unpleasant as you. #MKR"
575995622806855680,"No wonder they are fucked, they are relying on Annies charm #MKR"
575993314039623681,The elephants on the show aren't 'comin at ya' Celine... #justsayin #mkr
575993053468438528,"@newscomauHQ #mkr Kat=stupidity+bully. What goes around comes around.She will get what she deserves very soon.Go Rose &amp; Josh,Rob &amp; Lynzey!"
575990107422859264,"Summary of Kat-stupid,vicious,aggressive,disrespectful,dishonest,shameless,lack of cooking skills.Please feel free to add more. #mkr #bully"
575989216015863808,"Never mind nails down a chalk board, all you need is Annie's voice screeching #mkr"
575988932317351938,I hate Kat's big smug face and her constant split fringe so much. Kat and Andre #australiasmosthatedcouple #mkr
575988145998598144,@SueKennedy19 I would have thought the threat of her cooking for them again would be a good incentive to boot her arse outta there #mkr
575986113048764417,#mkr I wonder what Kat has over the producers that her sorry arse  keeps getting through?
575985643454636032,Celine. SHUT UP. #MKR
575984855470608385,"#mkr Was out shopping so I just caught up on the Ep. Does anyone think ""bobble head"" when they see Lloyd? Kat- still a cunt,still can't cook"
575984400057245696,RT @2ndbestidiot: Kat is a nasty piece of work tbh #MKR
575984186495889409,Annie says a pony ... Are you joking...you idiot #mkr
575980625435303936,"Hehehe Lloyd's balls were dry, I bet he's heard that before #mkr"
575980335751569408,Kat has an amazing future after #mkr I think a role as wicked step mother..... She just needs to age a bit
575977903105540096,Omg Kat and Andre are cooking at Mandurah crab fest this Saturday. I want to go just so I can flip her the bird!!! Skanky mole #mkr
575974463445020673,Why is that wicked witch not in sudden death! #mkr2015 #mkr #katandandre
575974315008602112,#MKR. I actually liked Ash tonight. Though she always looks like her hair is pulled back too tight.
575973320253804544,"I really hope Kat gets hit by a bus, than reversed over, than driven over again, than reversed  than....  #mkr"
575973107489345536,"@mykitchenrules Kat, what were you saying about smiles being wiped of a face.  Karma's a bitch, and so are you :) #mkr #feistyfoodies"
575973012865863680,I think Kat is on the wrong show. #mkr is for people who can cook. #stupidbitch #hopeyouareeliminated
575972992808701952,"Eat your words Kat, don't choke on them niw !!! Hahaha gotta love Karma #mkr"
575972812743143425,#MKR. Look at Kat's face. It looks like she's just been told Andre's been banging the promo girls
575972771915792384,"So ... #Kat's food was about as pleasant as Kat, which is to say ... NOT. Suffer in ya jocks Kat! #MKR #SmugBitch"
575972676516257793,It's karma kat #mkr
575972653736955904,How nasty is Kat. What a bitch #mkr
575972526133637120,"Oh Kat,KARMA bit you in the ASS! #MKR"
575972415190126592,"#katandandre need to stop. Kat can't cook, and her personality is shit. #mkr #mkr2015"
575972414636630016,"Seriously, Kat? Tasteless. You're a grown woman. #MKR"
575972394487037952,Kat is one nasty bitch #mkr
575971386381987840,"Kat is just plain, fucking awful #MKR"
575971368606498816,"Annie, the reason why Lloyd hasn't proposed yet is because he is gay. Really gay. #mkr"
575971319956705280,I hope Kat breaks both of her ankles. #MKR
575971033561194496,RT @LynneMcGranger: #MKR #catchup. Annie you're spirit animal is #crazydame. Kat you're spirit animal is #pieceofwork #justsaying
575970519331155968,Im really disappointed that none of the campers threw their full shit buckets over #CuntAndAndre #KatAndAndre #MKR #ShitBags #CantCook
575968268374188032,RT @bjtqld: @mykitchenrules @bjtqld:  #mkr2015 #mkr I think Kat thinks she is the best chef ever. Ah hello no
575967726784544768,Seriously.. SA vs SA I will have to go for Annie and Lloyd #MKR ugh and Kat is back to her nasty self...
575967618407903232,Please tell me #CuntAndAndre go to sudden death tonight #CantCook #CuntCook #MKR #WontStopTillTheyDrop
575967136511733760,WOW... both the SA teams?  Kat needs to keep her mouth shut.. she barely escaped that I expect... #MKR
575966839076966400,"RT @CorinnaSladey: Well done Ash &amp; Camilla, now try some humility instead of being front bums #mkr"
575966698420867072,RT @nicolesantucci: That should wipe the smug smile off you're face Kat #rudebiatch #mkr
575966364726251520,RT @niamh_bull: #katandandre #mkr far out if someone doesn't let a can of whoop ass out on u I will!! Grrrrrr
575966302302408704,RT @AshleyLukee: my hate for kat is getting stronger and stronger every time i watch her. #MKR
575965906980884480,RT @OlieCoco: Fingers crossed Kat &amp; Andre go into sudden death - where they belong! #mkr #katandandre
575965903692550144,RT @SimplyCheecky: Wouldn't it nice if Annie ends up in sudden death against Kat?  #MKR
575965746464849920,@mykitchenrules @bjtqld:  #mkr2015 #mkr I think Kat thinks she is the best chef ever. Ah hello no
575965546753101827,@callmemrcarter: I hope Kat gets Ebola and then hit by a train followed by a smack in the ugly face with a shovel #mkr #katandandre #mkrkat
575965313516212225,Gonna miss Nikki's resting bitch face. Much better than looking at Kat's sour c$@tface #mkr
575965007764058112,"ROFL.. When Kat said she was humiliated... Hubs voice from the corner of the couch  ""Good""    He really doesn't like her at all #MKR"
575964992136032256,You should be humiliated Kat! You are awful!!! #MKR
575964849391288320,OMG  Kat!  Calling them suckers?  I can't wait to see what they said about your slop... Who's the suckers now?  HA-HA!!!  #MKR...
575964753580924928,Kat is a fucking bitch. #MKR
575963858713460736,That slapping would be ur thighs as u walk celine #mkr
575963279274602496,#MKR @mykitchenrules I hope Kat (The cat) and Andre lose and leave the show. Kat is a nasty piece of work who can't win fairly
575963029130457089,Celina is a elephant and her people have finally come #mkr
575963028014768128,"If I got a dollar for everytime Nikki did her pouty face, I still wouldn't wanna look at it. #annoying #MKR"
575962835924221952,"@lismarie56 we decided last night that she's a 'prawn head', particularly in that red dress #mkr #kat"
575962369576148992,@initials_games Big news! Wait does kat actually still think she can cook? #mkr
575962180870262785,"So happy the bae, Ash (and her perfect hair to match her perfect self), is back #mkr"
575961942352752640,Someone really needs to get the sniffer dogs onto Kat #offherlips #MKR
575961744075411456,BAHAHAHA!  OMG.. Kat has no idea.... NONE!!!  #MKR
575961558376845312,How is that rotten egg Kat not in sudden death?! #MKR
575960968397594624,And Kat and Andre live  ... Again . I hope she uses up her nine lives soon .  #mkr
575960742807089152,"Every year Manu's accent gets thicker, Colin's hair gets oilier and Pete just gets oranger! #MKR"
575960610359250944,"I ask this every year. So looking forward to the older blonde. Cue geggy tah ""whoever you are""  #mkr"
575960585310969856,@travyola222   Kat is a total moron. Unfortunately we're stuck with her for a while yet. #MKR (I won't watch because of her)
575960381853569025,RT @GidgitVonLaRue: #MKR Kat better hope everyone eats quickly because she's due back at Delusional Town in 2 hours.
575960265998663680,Is it just me or does it look like kat's sucked the life out of Andre and left him as a shell of a man? #mkr2015 #mkr #katandandre
575960246620794880,RT @pckeane2014: Kats the kind of person that would cheat to win and then still think that made her a better cook. So my new baddie #MKR
575960243617792000,#Kat could Skank for Australia at the next Olympics. #MKR
575960204468039680,RT @jgray0711: Kat is the King Joffrey of #mkr
575960055616565248,"RT @Lovemycoffeetoo: Yeah Kat I wouldn't laugh so hard you are about to be brought back down to earth, now who's laughing #mkr"
575959925051920384,RT @staceyrenee78: Oh Kat you do something new every night to make yourself look even more like a hateful twat! #mkr #karmaisabitch
575959816239124480,"Well done Ash &amp; Camilla, now try some humility instead of being front bums #mkr"
575959761960730624,#KCA #VoteJKT48ID AusPolQuestTime: Meh Ash and Camilla .. not a big fan of them much... mostly deluded #mkr #mkr2015
575959448427986945,RT @Dean_Machine_: Why is Kat over there looking smug? She can't even cook.  #MKR
575959251257925632,RT @mark_fulton: Drasko paints over the Mona Lisa cuz he thinks it needs more yellow. #MKR
575959104826515456,#mkr I don't know but I think it may be safe to use to C word in regards to Kat #mkr #happycampers
575959091786313729,Celine isn't funny stop it #mkr
575959059406286848,"Kat on not winning people's choice: ""I can't believe this! Obviously those campers were voting strategically."" #mkr #delusionalcow"
575958838907555841,"'didn't blow my mind. it blew something else, if u know what i mean' #mkr"
575958701011390464,#MKR those pieces to camera are recorded after the event. Kat knows she gets smacked down and she STILL gloats like a crazy Bond villain
575958684909580288,Is it tv editing .. or is Kat a natural nasty bitch   #MKR
575958600310337536,RT @hsaymssik: Sucks to have the smile wiped off your own face huh Kat? She in a glass house should not throw stones. #mkr  #mkr2015
575958589728116737,Kat has certainly set herself up for much pounding... I hope she is saved from it by being the first to go... She is quite horrid #mkr
575958408374923264,#mkr oh kat u silly silly fucking thing...open ur eyes
575958357829234689,"RT @hellokittyx958: Fuck you Kat, dumb bitch #MKR"
575958250392162304,"RT @JennaWilkins: Sucked in Kat, you mole #mkr #mkr2015"
575958224597164032,Hahahahahahaha suck shit Kat #MKR
575958222709772288,I hope Kat gets Ebola and then hit by a train followed by a smack in the ugly face with a shovel #mkr #katandandre #mkrkat
575958158318833665,Sucked in Kat and Andre you should be embarrassed not just with your food but your behavior #karmaisabitch @mykitchenrules #mkr
575958141386412033,Oh Kat you do something new every night to make yourself look even more like a hateful twat! #mkr #karmaisabitch
575958127700537344,@mykitchenrules #MKR I hate Kat. She is awful.
575958050952982528,Sucks to have the smile wiped off your own face huh Kat? She in a glass house should not throw stones. #mkr  #mkr2015
575958007151906818,@Kristinaa_Egger Kat just got what she deserved #whack #mkr
575957958749605888,"RT @childishxbreezy: LOOOL what goes around comes around, Kat should just shut up #MKR"
575957941326467073,Can someone give Kat a slap across the head #mkr #bitch
575957931885121537,Seriously - just when you think that stupid Kant get an worse she does #mkr #kant
575957920166211584,And Kat thought her bake was great. So delusional  #mkr
575957912469647360,"Hahahaha Kat, that was worth the wait #mkr"
575957909298782210,HA-HA-HA.... TAKE THAT KAT!!!!! YOU SUCK!! #MKR
575957907193274368,#MKR that wiped that horrible smile off Kat's face!!!!
575957815455412224,Ha ha suck on that kat and andre you dumb pieces of shit. #mkr #dumbslut
575957766617051136,#Kat is proof that the majority of the #MKR producers must be from WA. She is one truly awful human ... not as bad as #Thopia though!
575957741329457153,Kat is a nasty piece of work tbh #MKR
575957680994459648,Kat can fuck off home now.... #mkr
575957673302073344,Now who has had the smile wiped off their face. Kat you are a biatch  #mkr
575957672769388544,Krazy-eyes Kat needs a kick in the ku... #MKR #mkr2015
575957660484374528,"And cop that, Kat #MKR"
575957610052071424,@mykitchenrules Why is Kat being so nasty? Just showing what a horrible person looks like #MKR
575957606495199233,Kat and Annie are their lap dogs are going to sudden death! #MKR
575957545921052672,#mkr all Kat needs now is a witch's hat! Let's see how they go.
575957533572997121,Can Kat get any nastier? #mkr
575957507975294976,Ugh. Fuck off Kat. Your turns next.  #mkr
575957465256198147,"Sucked in Kat, you mole #mkr #mkr2015"
575957448516739072,@mykitchenrules Kat be humiliated from your attitude.. Not your cooking. #MKR
575957444930609153,What a nasty bit of work Kat is. I'd take the promo girls any day.  #MKR
575957436651048961,Get rid of that Kat. The worst person I have ever seen  #MKR
575957434503602177,"Karma's a bitch, right Kat? #MKR #MKR2015"
575957412747853824,#MKR God Kat you are awful awful person. Oh you are humiliated? GOOD.
575957361849815040,Wow. Wiped that bitchy smile right of your face Kat #MKR #Fail
575957337573195776,You'll be laughing last #skankKat #mkr
575957321353801728,"That wiped the shit eating grin off your face pretty quick, Kat #MKR"
575957278542581760,my hate for kat is getting stronger and stronger every time i watch her. #MKR
575957239112032256,OH MY GOD. KAT IS SUCH A FUCKING BITCH. SO MUCH HATE #mkr
575957226470432768,"Suck it Kat, you fucking cunt. #mkr"
575957215787372544,"Don't laugh Kat, you cunt #mkr"
575957215195963392,Karma will get you Kat u kunt #mkr
575957161878093824,Kat is a sociopath #mkr
575957156916129792,is kat like the devil incarnate?? #mkr #laughingatAnnie
575957151572566016,Kat and Andre you fucking cunts #mkr
575957125144403968,"Kat, you are a reprehensible individual #MKR"
575957096405008384,Why don't the like me Andre?  #mkr. #cuntfacebitch http://t.co/dBVWcHHwvz
575956760210493440,I wonder who slept on this in tent?   Celine - I'm talking to you. #Burp  #mkr http://t.co/TZL1beY3sX
575956033559928833,Pity the tide didn't come in and sink Annie's meatballs #MKR
575954831312953345,Police boat looking for a crack whore named kat who's been dealing meth and whoring herself out for a powered camp site. #MKR
575954827550683136,"RT @fee_bee_63: Kat - you're not a morning, lunchtime, evening person either. I'm not sure you're human. #mkr"
575954813780762626,I vote for #cuntandandre &amp; Annie/Lloyd cook off Shit vs shit #mkr
575954714040233984,Krazy-Eyes Kat has tickets on herself and her cooking. #MKR #mkr2015 #krazyeyeskat
575954602081783808,#MKR suck it kat u kent!!!
575954594829729793,"RT @fee_bee_63: Kat adds ""delusional"" to her list of personality faults. #mkr"
575954545907355648,RT @babybrucewayne: every time I see Kat's face I feel like puking #mkr
575954545672466432,Oh Kat.  This is what you deserve. #mkr #cuntfacebitch http://t.co/bO5HNiaQKu
575954406274949120,Drasko should have been married to bambi (Annie). I think they're a 'perfect' annoying couple.  #MKR
575954385529761792,Kate you stupid woman!  #mkr
575954250930364416,I just want to knock Kat's cocky face out #mkr
575954211189325824,Suck shit Kat you dumb shit. Go back into the swamp behind ya and shut the fuck up. #MKR
575954199164297216,Surely THIS proves that those two cunts can't cook... #mkr
575954150862639106,"Kat adds ""delusional"" to her list of personality faults. #mkr"
575954050732019712,Eva &amp; Debra are now my most hated team on #mkr after least night's ep. Snakes in the grass those two.
575953987574362112,Fuck off Kat #mkr
575953628399337473,"Kat ""I feel like I'm in a dream"" ...yeah you are a dreamer with absolutely no cooking ability  #mkr"
575953455757402112,i thought noone was eating the meatballs. who's annie even talking to? her imaginary friend?? #mkr
575952374558130176,"RT @CorinnaSladey: Kat is busy warming up her crack pipe over the BBQ , stand clear #mkr #crazybitch"
575952143456210944,@mykitchenrules #MKR didn't think Kat could be more annoying than she was in the home rounds. I was wrong! Annie coming a close second.
575952072027185153,"""@Mr_Fanta_Pants: How long until Kat heats up her crack pipe over the BBQ? #MKR"" think she already has, crazy bitch"
575952061868560384,"Kat is busy warming up her crack pipe over the BBQ , stand clear #mkr #crazybitch"
575951741780283392,@SydneyEditor1 she already stated that it's not going to happen LOL .. Any day now she will come out saying that editing I'd to blame #mkr
