Text,Class,Type
"@KatarinaDbr @DandiNaVerandi Drgac tam motoriste pokliče v sosednjo kolono, nič extra čakanja za vas.",0,
"@marusaSusi Hja, ne vem, kaj čakaš. Vrži govedino v pisker pa si naredi čez tri ure budilko. ;)",0,
Hvala in oglasite se še kaj :) 4-0 #SLOLIT #srcebije https://t.co/30Yrx996QR,0,
(Fotogalerija) Dr. Milko Novič izpuščen iz zapora: Bilo je ko strela z jasnega https://t.co/BnI5Qeh5oG https://t.co/UuzPydAlBQ,0,
“V gozdu so zivajice pa kojonavijus.”  Tolk da veste. https://t.co/Jy7bzjvhzM,0,
Kriza v vzhodni Sloveniji dobiva nove razsežnosti: vlomilec vlomil v prostore humanitarne organizacije. To je... https://t.co/UYSawvRyDv,0,
"Samo en protest proti višjim davkom ga izkoristili in mu naroca naj spoka, ker bo pri rdeči luči prečkal prehod za pešce.",0,
"@simonatoplak @petrasovdat A ga je uzela magla, glavno da je dnar varno spravljen in zdaj lahko fino uziva. Res smo banana republika",0,
"NS Rave 4,7: Prodam jadro NS 4,7 m2, spodnje malo okence strgano, zalepljeno, dela. https://t.co/wt1eRPTBC5 https://t.co/xvGboPeeHK",0,
"@cnfrmstA Intelektulaci lahko obstajajo samo v času relativnega miru in ""normalnosti"". Čim je kriza, se pokaže njihova neuporabnost. To velja tudi za levico, ki se ima za ""intelektualno"". Zato se v krizi umakne ""neintelektualcem"", ki znajo ukrepati.",0,
ka ste opazli da tisti ko se bojijo cepljenja ker avtizem so bli pune glasni za neko gensko zdravilo za Krisa ko sploh ni registrirano v EU,0,
@Kersterin12 @simona74706278 Odvisno od kraja ampak pri nas  je ljudi res malo v trgovinah in mogoče je še boljše it v večjo ker je bolj prostorna in se ljudje porazgubijo med policami..👍,0,
"Večji del Slovenije zajela neurja z močnimi nalivi, ponekod klestila debela toča https://t.co/WfW4qSVFwe",0,
@Bashi_B Ja sam pr varnosti ga ni čez ledr 😉 drgač pa bo hornetka do sezone vrjetn..,0,
Otroci en dan prodajalci na že 3. otroškem bazarju! https://t.co/dtM7WmNJKi https://t.co/5BBicu8N5i,0,
"Šok: Socialistična partija Slovenije očita stranki Levica, da jo financira mecen Soros in da stranka aktivno sodeluje z Antifa! https://t.co/px6swu6Tci",0,
@masta_84 Tiki taka je itak history. Še vedno igramo krasen fuzbal in Messi je čarovnik.,0,
Kriptovalute so v določenih državah že pod močnim pristiskom   Država v kateri se obrne največ prometa v... https://t.co/ETmjzKV646,0,
@TatjanaPirc A tale telovadi ali usmerja promet? Zakaj na vseh straneh čakajo pešci?🙄🤔,0,
Uroš Kuzman v reviji Ona o ugankah v naši oddaji! #znanost #ugriznimoznanost #uroskuzman #matematika #tvslovenija https://t.co/UrLjXP9ghl,0,
"@freeeky Če se dogaja v Londonu, sem za. Londonske zombijade so meni najljubši podžanr.",0,
@tamaravonta Mene ni prepričal. Nekaj hudo ni bilo ok oz. Skladno s cenjenimi krščanskimi vrednotami te vlade.,0,
Zakaj potrebujejo poslanci 10 m širok in posebej tlakovan prehod za pešce? Zakaj jim navadna zebra ni dovolj? https://t.co/XsPPCXSaUI,0,
"Strokovnjak dr. Brecelj se je pred snemanjem prispevka za današnji dnevnik živčno sprehajal po Kidričevi ulici, pred občinsko stavbo v Novi Gorici. Zavzeto je čital scenarij, ki so mu ga pripravili tovariši iz RTV in se na pamet učil tekst medtem, ko so pripravljali kamero.",0,
"Mesec ni neumen. Ve, da če ne bo nihče kupil, on ne bo mogel nacionalizirat. Pa domačim je lažje pobrati kot tujcem. https://t.co/GAEujvodQy",0,
"@vinkovasle1 @vladaRS @MiroCerar Zato, ker možicelj še ni izbral vse nove garniture.",0,
@RLjubljana Njeni so menda tudi našim prodali piščalko na pijaci pri Potočki Zijalki.,0,
Top fora - v šoping centru kupiš duty free in zadeve na dan odhoda prevzameš na letališču.,0,
"@Onkraj_ @Pust_Me Ce bodo Katalonci trmoglavili naprej bodo tudi hudo ranjeni in mrtvi, to je menda jasno. Ni to nekaj novega za Spanijo.",0,
@vinkovasle1 @JJansaSDS Ni pa novica ko neznanci svinjajo po krščanskih spomenikih...,0,
"@MuriMursic @alojztetickovi3 @StrankaLMS @sarecmarjan Če bodo to spet samo mediske afere, je to brezveze.",0,
Dokler niso Pueblota prepakiral v zapovedane NIJZ paketke. :D https://t.co/Zch7DWHet4,0,
"@Japreva @ZigaTurk @SPusnar Morda Žiga misli na Hararija in njegovo tezo, da vera pomeni socialno prednost.",0,
"@Matej_Klaric Sej žilne opornice tudi plačaš z davki, pa še provizijo Zemljaričevim fantom.",0,
@strankalevica kaj jamrate. dobro veste da tako zahtevajo naši demokratični gospodarji,0,
@leaathenatabako Tudi pri nas bi jih lahko.Veerjetno pa to pocne usposobljen specialist in nima samo 5 minut casa.,0,
"toliko primtivizma, kot se zadnje cajte plazi med folkom, še ni bilo nikoli.",0,
"[S TERENA, 7.55] Predsednik uprave #mercator je obiskal naše sodelavce v hipermarketu Kranj Primskovo. #najboljsisosed #nisisam https://t.co/FJ6tWWwhOf",0,
"@MazzoVanKlein Za Tomislava vprašaj, res pa je, da ga (žal) večina kafičev nima.",0,
"Voznik avtobusa, ki je od velikega pozitivnega presenečanja za pol ure obmolknil. https://t.co/bh7dWj7VfW",0,
TAKO... SEDAJ SEM PA TUKAJ..V SE DOKLER NE POPRAVIJO STARI PROFIL  VASA NENA,0,
"@MarkoPavlisic Jaz samo vem, da sem še bolj utrjen v svoji nameri, da z državo nikoli ne bom nič delal.  Enostavno se ne splača.",0,
"@RokBratina @janeztu @barjanski @Nova24TV bogi si, res, mi v Ljubljani znamo googlat https://t.co/YXaaX1rWB6",0,
"Pribac bi omogočil Slovencem z evtanazijo ""globok sen"" ampak ni povedal da v peklu ali pa v nebesih. 🤑 https://t.co/YvrX3AhnVV",0,
"@LazarjevPolzek Super. Me zelo veseli. Veš, taki komentarji me vzpodbujajo, da še delam to. Hvala vama. :)",0,
@LeOnaJeOna @MisaVugrinec Kako pa ves s kaksnimi ljudmi imas opravka? Najbrz na vratih pise 'V tem vrtcu delamo sadisti. Otroci dobrodosli.',0,
"@tanci82 Ne bi, hvala! Mi je ta prehlad z vročino in kašljem dovolj dober izziv 🙈",0,
"Ura je pol štirih zjutraj, levičarji pa še naprej dolgočasijo s svojimi izmišljotinami v Državnem zboru. Nimajo nobenih argumentov proti spremnemu dopisu dr. Logarja.",0,
"@darjapograjc Men je šola šezmer smotana, tud zdej na faksu in šihtu. Zato bom prfoksa, da bom lahko do penzije vanjo hodila.",0,
"@MarkoSket Resignacija bi morala biti osmi smrtni greh, pa z namenom ni niti omenjena.",0,
"Naj bo letošnji advent čas pričakovanja, pokore, odpuščanja, molitve, luči in upanja https://t.co/DZftG7LpIM via @Nova24TV",0,
to nima veze a orrj se nismo umival in tuširal maska je to in jih nehajte vsiljevat https://t.co/2UZfALUwUU https://t.co/gJggYdyyuF,0,
"@butalskipolicaj Glej, tovariš, ko se boš naslednjič oglasil, probaj z imenom in priimkom.",0,
"Kaos v taboru Španije: selektor skoraj odletel, a so ga rešili zvezdniki https://t.co/1EDOiXfr77 https://t.co/W6RvG6brWS",0,
"@Centrifuzija Ahja, klasicno slovenceljsko jamranje. Ce sta bla bled pa bohinj na tapeti, ja svede de je treba se lj oment :)",0,
"Kliče tip podjetje, ki odvaža smeti, in jih vpraša, če moti. Vljudnost, ni kaj. #reklama #nebuloza",0,
@MatjazJazbar če bo vse po sreči...prvoligaški fuzbal v ajdovščini...kmalu...,0,
"@Slotechno @milijonar Zakaj ste pa vsi tako prepričani, da je bila pijana? Sploh ne poznate pravega ozadja, pa ste kar vsi stručkoti.",0,
"Premier Janša izdal knjigo Aferizmi, v kateri so našteti vsi komunistični konstrukti proti njemu.",0,
"@mojcaskrinjar @petra_jansa Amerikanci gor ali dol, Evropo so v prvi in drugi vojni vlekli iz dreka.",0,
@embalaza Ne ne. To je spodi. Pod plosco. Tko k en burger. Zgori nebesa in spodi pekel.,0,
Ampak vojaski lovci majo pa tud zvok kot da bi ne vem kaksna ogromna zadeva vzletela.,0,
@yrennia1 Pred nedavnim sem ponovno gledala film Planet opic. Ona je v “gobček” prav taka kot so maske lutk v tistem filmu.,0,
@anarhistM @DominikaSvarc Danes so očitno tekmovali v domislicah. Za isto KD 2 različni sodbi.  Bong,0,
"@armeni_janez Če bi bilo možno ima moj glas takoj, ker si upa reči boub bob!",0,
"@D_Gospodarstvo Bi rekel, da precej več. :)) Pri kakšnih živilih me edino skrbi, da se bodo pokvarila prej preden bodo potrošniki uspeli porabiti zalogo.",0,
"Med množico žalujočih je prišlo do stampeda, v katerem je po prvih podatkih umrlo več ljudi  https://t.co/KFb2G7r2N3",0,
"Simmer V Type 8.2: Bum 507, lok 226 nekaj let nevožen https://t.co/mO2Pk3RDe5 https://t.co/zdv8yGp29J",0,
"Kdo mu pise te govore? Lepo se vadi. Sam narod ni neumen. No, je, ampak na sreco ne vsi. https://t.co/T7Yr8HFiO5",0,
Najbolj tvegano v zakonski postelji? Bolj varno v nezakonski torej. Ravnajmo odgovorno? https://t.co/czU4PHw5FW,0,
NEVARNO: Policist z radarjem v roki na digitalnem avtocestnem panoju?! https://t.co/eM3j36LSIe,0,
"@leaathenatabako To so sami taki, ki so radi v središču pozornosti ali pa so celo eksibicionisti 🤔",0,
"@PStendler @ZigaTurk Jaz tega nisem nikoli omenil. Napisati, da so vatli v SI enaki za vse, je pa idiotizem. Pa srecno.",0,
"@SlovenskeNovice Juho bi lahko sama skuhala, razen če v Turčiji ne dobiš govedine.",0,
@lucijausaj Njena zunanjost me ne moti. Ni pa usklajena z notranjostjo. Preveč agresivna,0,
"4/5 Najbolj čustven in slovesen je bil dvig naše nove 🇸🇮, ki ga ne do nikoli pozabil nihče, ki je bil takrat z nami pred parlamentom. Bil je vznesen trenutek, nadškof Šuštar je blagoslovil lipo, ki sedaj (po presaditvi) poganja korenine v parku ob parlamentu. A 2 MiGa 21, ki sta",0,
"@surfon @Fitzroy1985 @DenisBolcina Bau bavu, se kot prvo reče še več ograj in vaških posebnežev, ki se sprehajajo ob njih.",0,
#prodam stavbno #zemljisce #parcela z odprtim #pogled na #ptuj in #dravskopolje @ Nepremičnine Ptuj https://t.co/d4yCSuPCPS,0,
"V Tešu so pred dnevi zaustavili četrti blok, konec julija naj bi začel delovati peti blok. https://t.co/objwGKuUYD",0,
"@meteoriterain Se morm popraut! Prjatu, ki ti leži pr nogah, pa nč ne jamra, use posluša, pol te pa pelje na spehod!",0,
"Po odzivih na FB in IG sodeč (na TW ste malo bolj prizanesljivi :D ) se ljudje še ne zavedamo, da bo to verjetno naša realnost v naslednjih mesecih. Vsi, ki delamo z ljudmi, bomo nosili vizirje. Sicer malo lepše kot je ta, a še vedno. :D https://t.co/VeKXKkzGEF",0,
"@luka259 Imam par standarnih moških sodelavcev, ki govorijo o fuzbalu, kriptojih in o burgerjih. Če te to potolaži :)",0,
@dejandular @MladenPrajdic Vse skup kliche she po organski vaservagi s koloidnim srebrom. Za poravnat chakre *in* police.,0,
"Veganska solatna skleda z #vegan sirom, restavracija sport.s #MurskaSobota #avgust17 https://t.co/Hv5nRDP86i",0,
@agortaa @Nova24TV Famozni Crnkovič je to njeno potezo označil za hudo intelektualno. Mogoče pade pompin! 😑,0,
"Tistim,ki analizirajo dogodek z mariborskimi rokometnimi ""naciji"".Ko bi vi vedeli kake batine so dobili po tem dogodku! #desnisktremizem",0,
"Če to drži, me zanima, zakaj se o tem ne poroča? @UrosEsih @RTV_Slovenija @rtvslo @MihaOresnik @SuzanaLovec https://t.co/JboESQHbUq",0,
Za moje prjatlje moj lastni lanskoletni posnetek Nosil bom Rdečo Zvezdo @NosilBomRdeco  https://t.co/zBQ0bLBSFx via @YouTube,0,
"Upam, da se mi rata izmuznit ven predn pridejo obiski. Res mi jih ni za gledat, že 3jic ta mesec 😟",0,
"@JernejPikalo Se zafrkavate? Že gabr je uničil šolstvo, nasledniki ste samo glavo na žeblju zabili.",0,
"@PreglArjan @Libertarec @janponiz Kadar rabim, grem k privat zdravniku preko napotnice, nikoli nič ne plčam, pa še kvaliteta zdravstvene storitve je višja. Pojma nimaš, kaj pomeni privatizacija zdravstva.",0,
@AlesKristan a po kolapsu IS še ni niti približno konec vojne. Al nusra in drugi salafi derivati na zelenih območjih se bodo še naprej boril,0,
"@Baldrick_57 @TVOdmevi Rekel je tudi, da so vsi tisti ki potujejo z letali, zdaj cigani, ker  ni več Adrije.",0,
"Koncno nasel stacuno s slovenskimi vini v 🇧🇪. Bravo Radgona, janzevec prodajajo po 6,5 evra :)) @JasaLorencic, nic spricerja po 0,9 :)",0,
"@IvanKrzisnik @Libertarec Vseeno mi je, kaj nek podjetnik spozna, da se zdaj lahko pocne (sploh, ce se birokratizacija okrog tega tudi v postcorona casu lepo skensla), nocem pa drzavnega intervenizma v delovne procese, ces “saj vec kot toliko ne rabite glede na povprasevanje, placajte pa vseeno kot prej”.",0,
"Zadnjič sem se s kolesom očitno peljal tako počasi, da mi je Google ob približevanju LPP postaji sporočil vozne rede avtobusov.",0,
"@PeterSvetina Ena gnila jabka še ne pomeni, da je celo drevo gnilo. Ogromno je izjemnih ljudi in odličnih humanitarnih organizacij.",0,
Tega bi bilo pravzaprav boljše kot na #črnolisto dat za tarčo. https://t.co/AzDRs8Wpuy,0,
Popolna zapora ceste med Godovičem in Spodnjo Idrijo: NUJNO ZAVAROVANJE https://t.co/pIbAsvsQ5p,0,
"@BozoPredalic Malo zlobno, malo zares; a je bil za to potreben žled in zdaj še lubadar, da gredo lahko ti 'junaki' skozi gozd. 🤔🤔😁🤗",0,
"@PeterFilec Jajca (večinoma na oko) + kakšen paradajz in kruh, ovsene kosmiče s sadjem, včasih tudi samo kruh pa puter.",0,
"@BarbiCD @had odvisno od budgeta … lahko dobis zelo poceni, lahko dobis zelo drago …",0,
"Kako pa kaj komunistične zvezde, mitingi resnice in kipi zgodovinsko spornih ljudi? https://t.co/tuPs1ZMUjx",0,
@Primoz_Kovacic @StudioCity_ Klopotec! Zame še vedno najbolj bizaren je pa ovtar v Lenartu.,0,
Z lahkoto aplicirate na vse. #8_marec #RosaLuxemburg https://t.co/HTwopZ7mYm,0,
@PSlajnar To je popolnoma vse prirejeno.Ampak vsi akterji ki so v to vpleteni sedijo na odžagani veji.,0,
"@SpletnaMladina Vsekakor bi sam, če bi bil na oblasti, delal globoko državo #wetdreams",0,
@darkob @lucijausaj @schelker_maja Nagnal je nemške vojake iz Incirlika. Nemški zunanji minister se je skoraj pokakal od strahu.,0,
"Upam da varuh človekovih pravic razume, da je neumnost tudi človekova pravica in jih bo hladno pustil pred vrati.",0,
Padla je odločitev - do konca tega tedna bodo v @strankaSDS spisali in kmalu vložili interpelacijo zoper ministra za obrambo @ErjavecKarl.,0,
"jst: kaj boš? chickenburger, cheeseburger pahorsburger majo. m: kaj? a Pahorjev burger je tud že? jst: ? eh, ne. pozabu presledek... #zatipk",0,
"@polikarbonat Zelo verjetno umazanija na okularju ali kje na stekelcu, nič, kar bi vplivalo na fotografijo.",0,
"@LJmlekarne ne pišem o dizajnu, ampak o vrsti folije.  ne trga se in lahko maslo na njej režeš. totalno kul!",0,
"@mcanzutti @Mlinar72 @crico111 @TomTrampus Ja, veš tist k isces spegle pa jih mas na glavi.",0,
"@_MegWhite_ Nič ni narobe, če si želiš, da zaigra na tvoje ""mesene orglice"" ... najverjetneje edini, ki zadene G v prvo ...",0,
V merkatorju prodajajo strašno ozemljeno solato. V lijaku sem ustvarila živo blato.,0,
Zato bi bilo na mestu da prenehate lagati in lepiti eni in isti tvit povsod tam kjer vam zmanjka vrvice.... https://t.co/77QuqTqp6K,0,
"@kristjan92 @SladkoKotLimona Ne bi vedel, švabov ne spremljam. Ti si pa očitno s to zvrstjo kar seznanjen.",0,
@petrasovdat @markopahor Najboljša kriptovaluta je zlato. Vse ostalo je nateg.,0,
"@PBohinc @ciro_ciril @ukclj Sem že prebral kajenje marihuane,  pa takoj stisnil lajk.  #LegalizeIt",0,
@SpletnaMladina Dr. Franjo Štiblar takim kot je dr. Kovač pravi #katastrofičarji,0,
Nič čudnega. Od dolgočasja ko iščejo izmišljenega nasprotnika. https://t.co/oIKFjb3jjQ,0,
@YanchMb @Plavalka @magrateja @Urskitka V tem kontekstu je nujno omeniti Bledas.,0,
"#ANGSLO | 0:0 | ⏱88' Verbič preigraval, vendar streljal mimo gola. #SrceBije #WCQ",0,
"Danes je na tekmi tok mrzlo, da ni nobenega dragonsa zgoraj brez! @nkolimpija  #plts",0,
"Himni sta odigrani, navijači ogreti, zdaj gre zares! #FutsalEURO https://t.co/KcQbOmfNZb",0,
"Engule bengule, cuckov sin, po vrtu mašira, kobilice zbira. Rajha pajha, kavs. https://t.co/iRqOb8Dtb3",0,
"@ABratusek @StrankaSAB Žalostno je kako DeSUS in ostali v vladi samo govorijo lepe besede, o bedeti se ne da živiti.",0,
"@dragica12 @vinkovasle1 ta ""tršica"" in njena hiša zavestno forsirajo samo svoje,za nas ( drugorazredne) nepomembne ljudi.",0,
"@FR66 @EPameten No saj,ker vsi govorijo v pogojniku,ampak izganjajo diplomate?????",0,
"@metinalista @amrevlje Čisto premalo politke spremljam; sem najprej skušal ugotoviti, če gre za TV serijo ali drogerijo 😺",0,
Pri nas pa gardisti z nasajenimi bajoneti! @BorutPahor https://t.co/3xYExeoCgz,0,
Od kdaj pa vojska potrebuje opremo za nadzor množic? Nadzor množic spada pod delovno nalogo policije. https://t.co/SXnYWWUFxR,0,
Danes 2.tekma v seriji! #finale @dobovec vs @OPLASTfutsal #brezmene #gremofantje #1Sfl #futsal @FutsalSi @FutsalSlovenija @igi_88 @nzs_si,0,
Porivanju te paličice v nos za odvzem brisa bi lahko rekli kar koronoskopija.,0,
"@ninasft Pri 31 me je eno dekletce na busu vprašalo, če bi se usedla. Sem se takoj počutila staro še enkrat toliko.",0,
"@D_Jasmina @JackssonJoe @SpletnaMladina Pa saj ne gre za željo po presežkih - ciljno publiko pač futraš s klobasami in otrobi, pa je ...",0,
"@LazarjevPolzek Tam okol ob eni cesti. Se najdejo placi. Greš pač ene 10 minut peš, pa mal zmrzneš. 😄",0,
"@MiranStajerc @leaathenatabako Itak pa ne morm čist stegnt, ker se mi zdi, da mi bo spet vn vrgl, če hočm čist stegnt..",0,
"A loh pri vseh izmišljotinah damo še reli zraven? Magari mešanga .,.. Al pa hibridno F1 ... #Olimpijskiponos",0,
Občinski redarji in predstavniki civilne zaščite bodo konec tedna opozarjali in nadzirali dosledno izvajanje državnega odloka.  https://t.co/I9xQZjdpQI,0,
"Danes sem spakiral Radio in TV in ju peljem župniku k spovedi, ker prasca tako lažeta, da to ni za nikamor več.",0,
"79’ Strelec drugega zadetka, Filipović svoje mesto prepušča Humarju. #plts  @NDGorica 2-0 @nkolimpija",0,
"@JazbarMatjaz ta trg je videl vse: rimljane, venota pilona, ustanovitev prve slovenske vlade in lučke na bagerju.",0,
@RokZavrtanik Dobrodelna razstrelitev tovarne kemičnega orožja   https://t.co/q3dUjywS0Q,0,
Danes bo izdano gradbeno dovoljenje za gradnjo parkirišča pri naši šoli (pri novem prizidku in telovadnici).,0,
@AntisaKorljan Hostel ne sodi v RD pa pika! Okoliški prebivalci mu preveč zbijajo cene že s pojavnostjo.....,0,
"@Urskitka Multipraktik, pol čebulce, tuna konzerva, dva topljena sirčka maslo in kečap. 👌🙌",0,
"@medka_7 @Centrifuzija @SekuMConde Mogoče jih sprejmejo in jih dajo namesto tebe v uničenje in te pustijo v dobri veri, da pomagaš.",0,
"@jaka4kidsfun nisem vedel ,se opravičujem za moj sarkazem ,vse dobro ji želim ....",0,
Nogometaš udaril sodnika v obraz! video #fuzbal #nogomet #ligaprvakov - http://t.co/wK16wfitVV,0,
"Mimogrede. Neodtujena elita pač ni elita. Bolt, ki se ne odlepi od tekemcev je pač le povprečen tekaš na 100m.",0,
"Dostop do parlamenta blokiran, vse več policije. #Barcelona @24UR https://t.co/pdQKtxDqPL",0,
"Valentinčič: Pobeg zapornikov je klofuta za cel zapor, grem v penzijo  #vŽivo https://t.co/reS0HpJrUX",0,
"@tasosedova Jim je prav prišlo teh par ekstra dni, da so spoliral. Zih je vadil cel dan in noč, une krave na pašniku so ga morale bit orto site",0,
oni poznajo  #NHL17Kopitar #NHL17Kopitar  #NHL17Kopitar #NHL17Kopitar #NHL17Kopitar #NHL17Kopitar  #NHL17Kopitar  ? https://t.co/eGQvjIlwqz,0,
Predsednik republike in gospa Pečar pred proslavo v Predsedniški palači sprejemata predsednike tujih držav.,0,
"@mattramos Strokovnjaki tudi niso verjeli, da bo uspelo Rogliču. In čudijo se Evenepoelu. Kolesarstvo še vedno prevzemajo neke čudne dogme.",0,
@D_Jasmina @MitjaB Na koga potem ljubeznivo nasloviti to vprašanje? Ni brez veze...,0,
"Jastogi imajo možgane locirane v žrelu, živčni sistem in zobe v trebuhu ter ledvice v glavi. https://t.co/cORm404sIo",0,
"@VasjaSabeder thx, mečejo 160 let stare bolane drevese ven in bodo dal nove, pa se je očitno eni odpipal mal ;)",0,
"✋Dogodek Bodeča neža x WoW, ter z njim zmagovalna izjava #bodečaneža, je za nami🤚  Pridružite se nam lahko tudi jutri na uradni otvoritvi festivala 21. Rdeče zore in razstave Razkrivanje tančice tišine ob 18:00 v Galeriji Alkatraz! https://t.co/3SGET4loRT",0,
"@Mauhlerca @petrasovdat Pravjo, da je to redek pojav, ne pomnijo domačini 😊 Jaz bila lani tam in se da “preživet” se najde tudi kaj z manj klanci. Drgač pa mal dlje, na Florido, npr. Flat as a pancake 😬 https://t.co/d9qc33vfy0",0,
"@Miha_Sch @lufthansa @adria_airways Popoldne imaš BRU, ZRH, MUC, WAW, vse zelo uporabno za dalje.",0,
"@AnaOstricki Tale mamica pa najverjetneje ni ravno navajena, da ji rečejo ne.",0,
@ATBeatris @MatejTonin @BorutPahor Res je. Ogromno je bilo izdajalcev-sodelavcev z okupatorjem.,0,
"Če bi ga imeli na naslovu, kjer bi ga morali imeti, z vročanjem ne bi bilo težav #JJ # Dob",0,
@penzionist12 @andrejLac ...kaj pa dela tam? V McDonald'su ne prodajajo turborizlinga...,0,
"@romunov Po tej cesti, na kateri stojiš, laufamo iz LJ v Medvode (ali obratno).",0,
"Ampak ne ceni pa elite Slovenskega naroda. Domobrancev, ki so pomagali Hitlerju. Do gdaj še?????? https://t.co/6jVmLQuJVf",0,
V petek se v Ljubljani obeta nekaj posebnega! Pripravite svoje brbončice! @visitljubljana #gourmetlj https://t.co/mMf95lB6Gf,0,
Ta vikend obiščite Arboretum Volčji Potok. Ob nakupu vstopnice dobite brezplačno čebulico tulipana! https://t.co/bKBkhDfRUX,0,
"Na zadnje volitve nisem mogel. Pa bi šel. Boljše biti vsaj majčkeno na odru, kot pa lapati iz parterja...",0,
Soočenje šentjurskih poslanskih kandidatk in kandidatov - https://t.co/QCFz6II342 https://t.co/DPlOJTLmVX,0,
"@LazarjevPolzek Oatmeal pa mandljevo mleko. Eno banano čez, pa rižev sirup. :) sicer mam to bolj za brunch ker ne morm zjutri jest.",0,
Mal tveakam svoj kvihting režim in me že tričetrt mišic boli... #neverendingstory,0,
"@KatarinaDbr @uporabnastran Bolj teleta, se mi zdi. Pa kuram se bodo spet s soncem riti odpirale al neki.",0,
"@uros_m Ko boš menjal brkslanik, če ti @th0r-ov FireFox ne bo všeč, poskusi Brave :)",0,
"@VerdenikAles @SumAndreja saj jim je ni treba jemati, lahko jo kupujejo, sproti, poceni je.",0,
"@DRprlek @_aney Kreativno razmišljanje: Narediš neko past, kakršno koli že, in vmes ko čakaš da se partner ujame sam sebe odjaviš.",0,
"Kako naj “odmuckam” nov pulover, ki mi na vseh črnih oblačilih pušča mucke? Oprala sem ga, tudi vrgla v sušilec, še vedno se “praši”.",0,
"ARSO: Kaj je slo v zrak, ko je Kemis gorel, ne vemo. Ker se vedno ne vemo, kaj vse je zgorelo. #kemis",0,
"@YanchMb Jaz jih nisem nič, mogoče pa ne bi bilo slabo, če se jih namaže s stopljenim maslom/oljem, da se malo posvetijo.",0,
@petrasovdat @jurijsimac z  enega odkupljen kmetijski kombinat v pokrajini kina pičgau.,0,
"Tist, ko si cel dan prelen, da bi šel na kolo, pa greš zvečer na sobnega. Crknjen.",0,
@alfa_lj @kobo00 @GregorVirant1 @BojanPozar @vladaRS @ribicm Tale tvit je klasična definicija uničevanja upravljanja države.,0,
Rusi in Srbi se lahko skupaj zberejo pa nase reprezentance ne morjo premagat,0,
"@krajnc_martin @LidijaDM @vladaRS Ga serjete, mladi od birme naprej ne hodijo v cerkev. So izjeme, ampak ne dovolj, da bi se posploševalo, da mladi veliko zahajajo tja. Starejši pa po drugi strani absolutno.",0,
PODALJŠEK RDM: PODALJŠEK RDM malo rabljen. https://t.co/guqdnywhRQ https://t.co/lONjfhMe2C,0,
"Danes je v centru Ljubljane veliko policajev. A se bojijo, da bo siškova varda napadla udeležence koncerta nosil bom rdečo zvezdo?",0,
"@PrometejDD @Mauhlerca ...to mi je kakopak jasno, ampak tega iz prvega tvita ne razberem.",0,
"@Pet_Kod To, da lahko zaspiš kjerkoli, pa naj bo bus, letalo, železniška postaja ali letališki food-court, je dar. Sem precej hvaležen zanj.",0,
"@fedjah @rose_roseae @mgaser @RauterZani @Chuppacadabra To da gre za respiratorje, za katere se vodi ""vojna"" med drzavami, in da prodajalci posavljajo pogoje, se verjetno strinjava. Da se je za potrditev narocila minister odlocil na podlagi garancije tudi? Da pri nekaterih ponudbah znanih (Petrle) potem ni prislo do realizacije tudi?",0,
"@EPameten Ženske želijo epiduralno, kaj tipom ni jasno? Folku se res že meša. https://t.co/PNNLtqvXhQ",0,
"@PureDestiny Imam P9 in bi ga z veseljem zamenjala za 20. Kaj si naredila z baterijo? Moja tudi peša, drugače je pa krasen telefon. :)",0,
"Kar zaboli me srce, ko na kakšnih DIY posnetkih šjorca sleče novo kanotjerco, jo razreže in pol na roke zašiva v eno majhno čudno stvar.",0,
"@Bojana61654450 @jozefhorvat @MatejTonin @NovaSlovenija No, tudi mene kot Prekmurko zanima, kako nam je Orban pomagal pri razvoju? Konkretno.",0,
"Perutnina Ptuj: Najprej še izplačilo dobička, nato prodaja https://t.co/EL38kQnExT",0,
@BojanPozar @Vlado_VVFaktor @TV3_SI Vodušek je najboljši. Ne! Požar je še boljši. #samohvala,0,
"@petrasovdat po štirih letih in pol je to brezvezen proces (poleg tega, da je idiotski), ko so vsi udeleženci že fakse končali...",0,
Konec okupacije. Prebivalci pravkar osvobojenih mest #Syria se veselijo SVOBODE! https://t.co/A3gJvnFFSr,0,
Premik severnega magnetnega pola sili v predčasno prilagajanje navigacijskih modelov https://t.co/OprqVlXtMo,0,
"pohvala za @BMWSlovenija 🏆 DVAKRAT so mi že rešili rit, ko se je pooblaščenec izmikal 🙏",0,
"Pa še Monster punč, ultra violet in ultra red. Da imam v dobrem objavit še kakšno sliko ....kvalitete @ Sentjernej https://t.co/YIgZciK7uK",0,
"@strankalevica prosim za odgovor na zastavljeno vprasanje: Kako je lahko vaš član Miha Kordiš obiskal starostnike v DZO, kljub temu, da za to velja prepoved? V roke jim je potlacil neke bv plakate, so brez rokavic, posneta slika kaže, da ni distance 2m. @aleshojs @AlenkaJerajSDS https://t.co/1KyzXHlvNN",0,
Prvi igralni monitor QLED z razmerjem slike 32:9 - pravkar predstavljen v Berlinu @SamsungSLO https://t.co/GLIy0AfO6N,0,
"Piškotar služi kot odvajalo, potem pa kot wc papir!! 2 v 1 https://t.co/8xylH5P4XF",0,
@FrenkMate @agortaa Duše rinejo na plan in zavest jim ne da miru... Ta deponija je ravno na nasprotnem bregu krutega morišča...,0,
